Month_Year,Customer_ID,SF_Activity_Count,SF_Selling_Time,SF_Activity_Time_,Activity_Type,Sales_Rep,Opportunity_Stage
2024-05-01,C01925,1,0.67,0.56,Email,Rep_16,Proposal
2024-06-01,C01925,2,1.48,1.73,Email,Rep_05,Prospecting
2024-07-01,C01925,1,1.05,0.49,Proposal,Rep_16,Negotiation
2024-09-01,C01925,3,1.75,2.15,Account Review,Rep_17,Qualification
2024-11-01,C01925,6,7.16,2.56,Email,Rep_16,Closed Won
2024-12-01,C01925,2,1.84,0.44,Call,Rep_09,
2025-01-01,C01925,1,0.62,0.48,Call,Rep_17,Qualification
2025-02-01,C01925,2,0.65,1.42,Call,Rep_14,Qualification
2025-04-01,C01925,1,1.02,0.51,Email,Rep_08,Negotiation
2025-05-01,C01925,6,6.41,1.17,Meeting,Rep_08,Proposal
2025-06-01,C01925,1,1.14,0.62,Meeting,Rep_16,Closed Won
2025-07-01,C01925,1,0.99,0.84,Call,Rep_19,Closed Won
2025-08-01,C01925,1,0.66,0.6,Call,Rep_17,Closed Lost
2025-11-01,C01925,4,4.1,3.08,Account Review,Rep_15,Qualification
2025-12-01,C01925,1,0.54,0.66,Account Review,Rep_01,Nurture
2023-03-01,C01926,7,7.54,2.84,Meeting,Rep_10,Closed Won
2023-04-01,C01926,2,0.58,0.89,Meeting,Rep_15,Proposal
2023-05-01,C01926,3,2.86,0.83,Meeting,Rep_24,Negotiation
2023-06-01,C01926,1,0.74,0.53,Meeting,Rep_12,Nurture
2023-07-01,C01926,2,2.12,0.97,Meeting,Rep_10,Nurture
2023-10-01,C01926,1,0.47,0.4,Account Review,Rep_22,Qualification
2023-11-01,C01926,4,4.76,3.32,Account Review,Rep_25,Prospecting
2024-02-01,C01926,6,5.15,5.28,Account Review,Rep_02,Proposal
2024-03-01,C01926,7,5.03,5.37,Call,Rep_17,Prospecting
2024-05-01,C01926,1,0.37,0.9,Demo,Rep_23,Closed Lost
2024-06-01,C01926,2,0.71,0.53,Call,Rep_12,Nurture
2024-08-01,C01926,2,0.71,1.43,Demo,Rep_17,Qualification
2024-10-01,C01926,2,1.52,0.41,Call,Rep_15,Prospecting
2024-11-01,C01926,4,3.99,2.26,Call,Rep_24,Proposal
2024-12-01,C01926,1,0.33,0.27,Email,Rep_07,Qualification
2025-01-01,C01926,1,0.4,0.25,Demo,Rep_07,Proposal
2025-02-01,C01926,1,0.86,0.24,Call,Rep_15,Negotiation
2025-04-01,C01926,1,0.7,0.18,Call,Rep_12,Proposal
2025-05-01,C01926,2,0.82,1.76,Call,Rep_06,Nurture
2025-10-01,C01926,1,1.07,0.2,Meeting,Rep_02,Proposal
2025-11-01,C01926,2,0.59,1.66,Call,Rep_16,Negotiation
2023-01-01,C01927,5,1.5,4.18,Email,Rep_20,Prospecting
2023-02-01,C01927,4,1.1,3.03,Proposal,Rep_06,Closed Won
2023-04-01,C01927,1,0.43,0.65,Proposal,Rep_05,Nurture
2023-05-01,C01927,6,2.24,2.88,Demo,Rep_08,Proposal
2023-08-01,C01927,7,4.63,1.92,Account Review,Rep_13,Prospecting
2023-09-01,C01927,5,5.55,2.49,Email,Rep_17,Qualification
2023-10-01,C01927,1,0.74,0.26,Call,Rep_25,Closed Lost
2023-11-01,C01927,3,2.61,0.9,Call,Rep_03,Closed Lost
2023-12-01,C01927,6,1.96,2.95,Call,Rep_04,Negotiation
2024-02-01,C01927,3,1.22,2.68,Email,Rep_15,Prospecting
2024-03-01,C01927,2,0.88,0.75,Call,Rep_13,Nurture
2024-04-01,C01927,5,1.58,4.09,Email,Rep_09,Qualification
2024-05-01,C01927,6,5.88,4.93,Call,Rep_02,Prospecting
2024-06-01,C01927,4,3.92,2.21,Proposal,Rep_06,Negotiation
2024-07-01,C01927,7,5.61,1.48,Account Review,Rep_23,Closed Won
2024-08-01,C01927,1,1.17,0.6,Demo,Rep_02,Proposal
2024-11-01,C01927,4,2.42,2.91,Call,Rep_02,Closed Lost
2025-03-01,C01927,4,2.74,3.4,Call,Rep_02,
2025-05-01,C01927,3,3.39,1.57,Account Review,Rep_03,Prospecting
2025-06-01,C01927,2,2.36,0.89,Meeting,Rep_20,Prospecting
2025-07-01,C01927,6,2.97,2.23,Meeting,Rep_18,
2025-09-01,C01927,5,4.75,2.24,Email,Rep_16,Proposal
2025-12-01,C01927,2,2.37,1.11,Call,Rep_24,Nurture
2023-01-01,C01928,5,2.34,2.48,Email,Rep_07,Proposal
2023-02-01,C01928,2,1.29,1.75,Account Review,Rep_13,Qualification
2023-08-01,C01928,2,1.09,1.11,Email,Rep_05,Qualification
2023-12-01,C01928,6,4.23,4.76,Email,Rep_03,Prospecting
2024-01-01,C01928,1,1.11,0.73,Call,Rep_10,Prospecting
2024-02-01,C01928,1,1.19,0.77,Email,Rep_03,Qualification
2024-03-01,C01928,3,3.34,2.07,Call,Rep_07,Qualification
2024-04-01,C01928,3,1.97,0.76,Proposal,Rep_21,Proposal
2024-05-01,C01928,7,3.51,3.54,Call,Rep_14,Prospecting
2024-09-01,C01928,1,0.26,0.56,Call,Rep_05,Qualification
2024-11-01,C01928,3,0.78,1.6,Demo,Rep_01,Nurture
2025-02-01,C01928,2,1.93,1.6,Account Review,Rep_06,Qualification
2025-03-01,C01928,5,4.12,1.83,Call,Rep_11,Closed Won
2025-06-01,C01928,1,0.98,0.77,Call,Rep_07,Negotiation
2025-08-01,C01928,1,0.51,0.24,Call,Rep_19,Proposal
2025-09-01,C01928,1,0.78,0.49,Email,Rep_06,Qualification
2025-11-01,C01928,1,0.59,0.37,Meeting,Rep_17,Nurture
2023-02-01,C01929,2,1.21,1.59,Call,Rep_01,Qualification
2023-03-01,C01929,2,1.31,1.54,Email,Rep_02,Qualification
2023-05-01,C01929,8,8.19,5.15,Call,Rep_08,Negotiation
2023-06-01,C01929,7,7.65,1.86,Demo,Rep_02,Qualification
2023-07-01,C01929,1,0.97,0.42,Call,Rep_04,Closed Won
2023-11-01,C01929,5,4.56,4.16,Call,Rep_20,Proposal
2023-12-01,C01929,4,2.99,1.62,Proposal,Rep_08,Qualification
2024-01-01,C01929,6,5.51,3.6,Call,Rep_05,Prospecting
2024-02-01,C01929,2,1.23,0.3,Call,Rep_20,Closed Lost
2024-03-01,C01929,5,3.89,2.09,Account Review,Rep_18,Closed Lost
2024-07-01,C01929,1,1.19,0.6,Call,Rep_07,Prospecting
2024-10-01,C01929,2,1.21,1.37,Meeting,Rep_23,Nurture
2025-02-01,C01929,2,0.99,1.36,Account Review,Rep_04,Proposal
2025-04-01,C01929,3,1.56,0.99,Call,Rep_01,Closed Won
2025-07-01,C01929,2,0.68,0.63,Email,Rep_22,Proposal
2025-11-01,C01929,2,1.16,0.69,Proposal,Rep_15,Negotiation
2023-02-01,C01930,3,2.46,1.61,Email,Rep_11,Closed Won
2023-06-01,C01930,1,1.16,0.41,Email,Rep_14,Nurture
2023-07-01,C01930,1,1.04,0.82,Email,Rep_10,Qualification
2023-08-01,C01930,2,1.49,0.81,Email,Rep_22,Qualification
2023-09-01,C01930,3,2.57,0.91,Email,Rep_01,Prospecting
2024-02-01,C01930,1,0.27,0.21,Proposal,Rep_17,Negotiation
2024-04-01,C01930,4,2.03,3.28,Meeting,Rep_12,Closed Lost
2024-07-01,C01930,6,2.67,4.9,Call,Rep_22,Prospecting
2024-08-01,C01930,5,2.04,2.16,Demo,Rep_02,Nurture
2025-01-01,C01930,2,1.97,0.66,Proposal,Rep_06,Nurture
2025-02-01,C01930,3,2.38,2.46,Account Review,Rep_06,Closed Won
2025-03-01,C01930,6,5.45,4.87,Proposal,Rep_20,Negotiation
2025-04-01,C01930,4,3.15,2.59,Email,Rep_18,Qualification
2025-05-01,C01930,1,0.94,0.2,Email,Rep_05,Closed Won
2025-09-01,C01930,2,1.88,0.57,Proposal,Rep_02,Qualification
2025-11-01,C01930,2,1.34,0.36,Email,Rep_16,Proposal
2023-01-01,C01931,4,3.36,2.13,Email,Rep_14,Negotiation
2023-04-01,C01931,4,4.24,2.09,Call,Rep_24,Closed Won
2023-05-01,C01931,3,0.9,1.96,Email,Rep_22,Prospecting
2023-06-01,C01931,6,2.62,4.76,Meeting,Rep_20,Proposal
2023-08-01,C01931,3,2.41,1.57,Meeting,Rep_04,Closed Lost
2023-09-01,C01931,3,2.8,0.66,Meeting,Rep_12,Prospecting
2023-10-01,C01931,6,2.21,2.15,Call,Rep_13,Prospecting
2023-11-01,C01931,10,10.55,3.96,Call,Rep_03,Prospecting
2023-12-01,C01931,3,2.06,0.92,Call,Rep_09,Qualification
2024-02-01,C01931,5,5.69,3.56,Call,Rep_04,Qualification
2024-03-01,C01931,6,4.9,2.6,Call,Rep_10,Closed Won
2024-04-01,C01931,5,4.01,1.83,Account Review,Rep_14,Prospecting
2024-06-01,C01931,1,0.96,0.6,Meeting,Rep_25,Nurture
2024-07-01,C01931,3,1.88,0.88,Proposal,Rep_08,Nurture
2024-08-01,C01931,5,5.13,2.46,Call,Rep_18,Qualification
2024-09-01,C01931,3,2.36,1.76,Email,Rep_20,Proposal
2024-10-01,C01931,5,5.1,0.98,Email,Rep_02,
2024-11-01,C01931,3,2.73,2.18,Call,Rep_23,Prospecting
2025-01-01,C01931,5,5.47,3.17,Proposal,Rep_06,Prospecting
2025-02-01,C01931,6,5.63,4.82,Meeting,Rep_17,Qualification
2025-05-01,C01931,6,2.22,1.33,Call,Rep_21,Prospecting
2025-06-01,C01931,4,2.27,1.58,Meeting,Rep_03,Nurture
2025-10-01,C01931,4,4.3,3.0,Call,Rep_13,Qualification
2025-11-01,C01931,6,2.0,4.74,Email,Rep_03,Nurture
2023-03-01,C01932,3,3.16,2.61,Account Review,Rep_09,Prospecting
2023-05-01,C01932,3,1.53,0.73,Meeting,Rep_18,
2023-08-01,C01932,2,0.54,0.32,Proposal,Rep_11,Closed Lost
2023-10-01,C01932,4,2.01,3.36,Call,Rep_15,Closed Lost
2024-01-01,C01932,1,1.13,0.26,Meeting,Rep_12,Qualification
2024-02-01,C01932,5,1.3,1.58,Meeting,Rep_04,Prospecting
2024-10-01,C01932,1,0.32,0.26,Call,Rep_10,Proposal
2024-11-01,C01932,1,0.78,0.41,Call,Rep_06,Nurture
2024-12-01,C01932,3,1.82,1.16,Email,Rep_19,Nurture
2025-05-01,C01932,3,3.28,1.99,Call,Rep_14,Prospecting
2025-07-01,C01932,1,0.47,0.55,Call,Rep_05,Prospecting
2025-08-01,C01932,5,3.73,3.78,Email,Rep_14,Nurture
2025-10-01,C01932,1,0.74,0.18,Email,Rep_23,Closed Won
2023-03-01,C01933,4,1.18,3.31,Meeting,Rep_13,Prospecting
2023-04-01,C01933,3,2.58,2.32,Meeting,Rep_04,Proposal
2023-05-01,C01933,4,4.01,0.89,Email,Rep_13,Proposal
2023-06-01,C01933,2,1.73,0.66,Email,Rep_25,Nurture
2023-07-01,C01933,1,0.64,0.43,Meeting,Rep_12,Negotiation
2023-09-01,C01933,3,2.76,1.44,Email,Rep_08,Qualification
2023-10-01,C01933,1,0.85,0.17,Account Review,Rep_05,Closed Won
2023-11-01,C01933,2,0.59,0.94,Call,Rep_23,Prospecting
2023-12-01,C01933,1,0.81,0.73,Call,Rep_04,Prospecting
2024-01-01,C01933,1,0.97,0.28,Email,Rep_04,Qualification
2024-03-01,C01933,1,1.19,0.75,Email,Rep_10,Qualification
2024-04-01,C01933,1,1.07,0.37,Call,Rep_12,Prospecting
2024-05-01,C01933,1,0.43,0.77,Call,Rep_20,Closed Won
2024-08-01,C01933,1,0.76,0.87,Account Review,Rep_08,Qualification
2024-09-01,C01933,1,0.59,0.63,Proposal,Rep_21,Nurture
2024-10-01,C01933,2,0.63,0.71,Proposal,Rep_10,Nurture
2024-11-01,C01933,3,1.56,2.31,Demo,Rep_18,Nurture
2025-02-01,C01933,1,1.02,0.43,Call,Rep_15,Prospecting
2025-04-01,C01933,4,3.44,1.73,Email,Rep_23,Closed Won
2025-05-01,C01933,2,1.02,1.3,Account Review,Rep_24,Nurture
2025-07-01,C01933,1,0.61,0.25,Email,Rep_11,Negotiation
2025-11-01,C01933,1,0.48,0.81,Meeting,Rep_19,Closed Won
2025-12-01,C01933,2,2.11,0.66,Call,Rep_24,Nurture
2023-02-01,C01934,4,2.85,2.87,Email,Rep_04,Qualification
2023-03-01,C01934,2,0.97,0.32,Call,Rep_15,Qualification
2023-04-01,C01934,2,0.97,1.36,Email,Rep_12,Proposal
2023-06-01,C01934,1,0.72,0.8,Email,Rep_01,Prospecting
2023-08-01,C01934,4,2.87,1.04,Meeting,Rep_09,
2023-10-01,C01934,6,3.71,1.67,Email,Rep_05,Proposal
2023-12-01,C01934,1,0.8,0.42,Proposal,Rep_19,Prospecting
2024-02-01,C01934,5,1.43,1.2,Email,Rep_07,Closed Won
2024-03-01,C01934,1,0.32,0.15,Account Review,Rep_20,Nurture
2024-07-01,C01934,4,3.37,2.25,Email,Rep_22,Nurture
2024-08-01,C01934,1,0.68,0.37,Email,Rep_15,Nurture
2024-11-01,C01934,5,3.15,1.55,Email,Rep_09,Qualification
2024-12-01,C01934,3,1.6,2.24,Call,Rep_05,Prospecting
2025-01-01,C01934,1,0.92,0.51,Call,Rep_03,Proposal
2025-04-01,C01934,1,0.64,0.42,Email,Rep_09,Prospecting
2025-05-01,C01934,5,2.26,2.28,Account Review,Rep_09,Closed Won
2025-07-01,C01934,1,1.11,0.46,Email,Rep_16,Qualification
2025-08-01,C01934,2,1.04,1.53,Call,Rep_23,Qualification
2025-09-01,C01934,3,2.38,1.57,Call,Rep_16,
2025-10-01,C01934,1,0.7,0.89,Proposal,Rep_11,Prospecting
2025-11-01,C01934,2,0.78,0.71,Email,Rep_12,Prospecting
2025-12-01,C01934,1,1.15,0.27,Call,Rep_13,Negotiation
2023-02-01,C01935,4,3.71,1.32,Email,Rep_14,Closed Won
2023-03-01,C01935,4,4.79,2.42,Meeting,Rep_05,Qualification
2023-04-01,C01935,3,1.87,2.42,Email,Rep_08,Negotiation
2023-05-01,C01935,1,0.99,0.53,Call,Rep_11,Prospecting
2023-06-01,C01935,4,2.23,0.82,Email,Rep_13,Qualification
2023-07-01,C01935,2,1.89,1.42,Account Review,Rep_09,Negotiation
2023-08-01,C01935,5,2.7,3.9,Call,Rep_21,Proposal
2023-10-01,C01935,1,0.4,0.35,Email,Rep_12,Qualification
2024-01-01,C01935,2,1.77,1.76,Call,Rep_21,Qualification
2024-02-01,C01935,3,3.12,1.44,Meeting,Rep_22,Negotiation
2024-03-01,C01935,1,0.26,0.29,Email,Rep_15,Prospecting
2024-04-01,C01935,5,4.38,3.91,Email,Rep_19,Qualification
2024-05-01,C01935,7,5.13,4.33,Demo,Rep_08,Proposal
2024-06-01,C01935,3,3.32,1.85,Email,Rep_03,Qualification
2024-07-01,C01935,1,0.94,0.35,Email,Rep_17,Closed Lost
2024-08-01,C01935,2,2.19,1.31,Email,Rep_24,Prospecting
2024-09-01,C01935,4,1.22,1.08,Call,Rep_24,Negotiation
2024-12-01,C01935,3,3.01,1.81,Demo,Rep_25,Proposal
2025-01-01,C01935,4,3.11,0.86,Email,Rep_15,Prospecting
2025-02-01,C01935,4,1.19,1.23,Email,Rep_15,Nurture
2025-03-01,C01935,1,1.12,0.58,Email,Rep_03,Prospecting
2025-04-01,C01935,5,3.73,3.02,Email,Rep_25,Negotiation
2025-05-01,C01935,7,4.03,5.6,Call,Rep_07,Closed Won
2025-06-01,C01935,6,3.22,4.39,Call,Rep_08,Nurture
2025-07-01,C01935,6,6.21,4.43,Email,Rep_03,Closed Won
2025-08-01,C01935,2,2.13,1.2,Email,Rep_18,Proposal
2025-09-01,C01935,8,8.93,2.35,Account Review,Rep_04,Prospecting
2025-10-01,C01935,2,1.08,1.18,Call,Rep_18,Proposal
2025-11-01,C01935,3,3.45,1.84,Email,Rep_13,Prospecting
2025-12-01,C01935,4,2.18,2.04,Call,Rep_12,Prospecting
2023-01-01,C01936,2,1.82,1.64,Meeting,Rep_04,Proposal
2023-02-01,C01936,1,1.03,0.86,Call,Rep_25,Prospecting
2023-04-01,C01936,4,1.7,1.09,Meeting,Rep_11,Negotiation
2023-05-01,C01936,1,0.35,0.2,Call,Rep_03,Qualification
2023-06-01,C01936,2,1.38,0.62,Meeting,Rep_05,Closed Won
2023-07-01,C01936,3,3.31,2.0,Call,Rep_13,Qualification
2023-08-01,C01936,1,1.1,0.17,Proposal,Rep_07,Proposal
2023-12-01,C01936,1,0.98,0.31,Call,Rep_04,Prospecting
2024-01-01,C01936,5,6.0,3.76,Call,Rep_07,Qualification
2024-02-01,C01936,1,0.79,0.19,Proposal,Rep_18,Prospecting
2024-03-01,C01936,1,0.31,0.19,Email,Rep_19,Nurture
2024-04-01,C01936,1,1.14,0.6,Call,Rep_24,Prospecting
2024-06-01,C01936,4,2.08,2.78,Proposal,Rep_13,Nurture
2024-07-01,C01936,2,2.05,0.68,Meeting,Rep_22,Closed Lost
2024-08-01,C01936,1,0.56,0.66,Email,Rep_06,Prospecting
2024-10-01,C01936,1,0.47,0.32,Demo,Rep_25,Nurture
2024-12-01,C01936,4,2.12,2.28,Meeting,Rep_07,Qualification
2025-02-01,C01936,1,0.44,0.28,Proposal,Rep_22,Closed Won
2025-04-01,C01936,1,0.84,0.21,Call,Rep_07,Negotiation
2025-05-01,C01936,2,1.76,1.48,Email,Rep_07,Prospecting
2025-06-01,C01936,3,0.78,2.0,Call,Rep_02,Prospecting
2025-07-01,C01936,1,0.68,0.2,Meeting,Rep_03,Nurture
2025-10-01,C01936,2,1.68,1.61,Email,Rep_11,Prospecting
2025-12-01,C01936,2,1.68,1.02,Call,Rep_21,Closed Won
2023-01-01,C01937,1,0.81,0.9,Meeting,Rep_05,Negotiation
2023-02-01,C01937,3,3.43,2.33,Proposal,Rep_02,Closed Won
2023-04-01,C01937,3,1.7,1.43,Meeting,Rep_04,Prospecting
2023-05-01,C01937,5,5.12,3.76,Proposal,Rep_13,Qualification
2023-06-01,C01937,7,2.73,2.47,Email,Rep_10,Qualification
2023-07-01,C01937,2,1.18,1.66,Call,Rep_19,Prospecting
2023-08-01,C01937,2,1.1,0.46,Call,Rep_17,Negotiation
2023-10-01,C01937,6,3.86,2.7,Email,Rep_10,Prospecting
2023-11-01,C01937,6,2.04,4.79,Demo,Rep_18,Proposal
2024-01-01,C01937,6,3.51,4.35,Account Review,Rep_25,Closed Won
2024-02-01,C01937,6,7.14,2.02,Email,Rep_12,Closed Won
2024-04-01,C01937,10,3.01,8.26,Account Review,Rep_17,Nurture
2024-05-01,C01937,3,2.48,0.69,Meeting,Rep_12,Closed Won
2024-09-01,C01937,3,0.93,1.43,Call,Rep_19,Negotiation
2024-10-01,C01937,4,3.56,3.44,Email,Rep_20,Closed Lost
2024-11-01,C01937,8,6.15,6.91,Demo,Rep_14,Qualification
2025-02-01,C01937,3,2.45,1.74,Call,Rep_04,Proposal
2025-03-01,C01937,6,5.47,1.45,Call,Rep_14,Negotiation
2025-04-01,C01937,7,7.2,5.6,Call,Rep_01,Proposal
2025-06-01,C01937,9,4.95,2.4,Call,Rep_07,Proposal
2025-08-01,C01937,3,2.73,1.16,Meeting,Rep_21,Closed Won
2025-09-01,C01937,5,3.25,1.49,Email,Rep_24,Closed Won
2025-11-01,C01937,2,0.53,0.38,Call,Rep_02,Prospecting
2025-12-01,C01937,7,7.96,3.2,Call,Rep_15,Nurture
2023-01-01,C01938,1,0.48,0.72,Email,Rep_20,Negotiation
2023-02-01,C01938,1,0.79,0.44,Email,Rep_03,Negotiation
2023-03-01,C01938,6,5.03,2.76,Email,Rep_09,Nurture
2023-04-01,C01938,1,0.41,0.78,Meeting,Rep_23,Prospecting
2023-07-01,C01938,4,3.62,1.43,Call,Rep_07,Nurture
2023-08-01,C01938,3,1.64,1.72,Email,Rep_01,Nurture
2023-09-01,C01938,3,2.63,2.61,Meeting,Rep_24,Negotiation
2023-11-01,C01938,1,0.73,0.32,Meeting,Rep_01,Qualification
2023-12-01,C01938,1,0.87,0.86,Meeting,Rep_13,Nurture
2024-01-01,C01938,1,0.33,0.44,Call,Rep_25,Closed Won
2024-02-01,C01938,3,2.46,0.78,Email,Rep_09,Closed Won
2024-03-01,C01938,3,2.14,1.77,Call,Rep_23,Proposal
2024-04-01,C01938,5,3.03,1.05,Email,Rep_25,Qualification
2024-05-01,C01938,1,0.6,0.43,Call,Rep_05,Prospecting
2024-07-01,C01938,2,2.37,0.61,Meeting,Rep_11,Qualification
2024-08-01,C01938,5,4.76,3.29,Email,Rep_22,Qualification
2024-12-01,C01938,5,3.03,2.73,Call,Rep_15,Prospecting
2025-01-01,C01938,2,1.85,0.65,Call,Rep_05,Nurture
2025-02-01,C01938,5,4.24,3.36,Meeting,Rep_05,Closed Lost
2025-03-01,C01938,2,1.31,1.61,Call,Rep_15,Closed Won
2025-04-01,C01938,6,6.27,5.04,Email,Rep_02,Qualification
2025-05-01,C01938,5,3.68,2.96,Call,Rep_22,Proposal
2025-06-01,C01938,6,2.01,2.2,Call,Rep_04,Prospecting
2025-08-01,C01938,1,0.61,0.2,Call,Rep_22,Nurture
2025-09-01,C01938,1,0.82,0.66,Call,Rep_12,Closed Won
2025-10-01,C01938,2,0.82,0.81,Call,Rep_20,Closed Won
2025-11-01,C01938,4,4.36,1.71,Demo,Rep_20,Closed Won
2025-12-01,C01938,1,0.96,0.38,Call,Rep_04,Nurture
2023-01-01,C01939,2,1.82,1.78,Call,Rep_22,Prospecting
2023-02-01,C01939,2,0.88,0.54,Meeting,Rep_22,Negotiation
2023-03-01,C01939,2,1.07,1.36,Email,Rep_12,Qualification
2023-05-01,C01939,2,1.95,1.57,Email,Rep_25,
2023-06-01,C01939,2,2.18,0.6,Call,Rep_24,Qualification
2023-07-01,C01939,2,1.13,0.37,Call,Rep_19,Nurture
2023-09-01,C01939,3,1.96,1.41,Email,Rep_17,Prospecting
2023-10-01,C01939,6,2.9,2.96,Email,Rep_18,Closed Won
2023-11-01,C01939,4,3.15,0.61,Call,Rep_10,Prospecting
2023-12-01,C01939,1,0.61,0.24,Call,Rep_06,Nurture
2024-01-01,C01939,1,1.0,0.68,Meeting,Rep_01,Prospecting
2024-02-01,C01939,1,0.53,0.86,Email,Rep_15,Prospecting
2024-03-01,C01939,6,5.78,3.64,Email,Rep_17,Closed Won
2024-05-01,C01939,2,1.38,1.12,Meeting,Rep_16,Proposal
2024-06-01,C01939,3,2.3,1.0,Call,Rep_08,Prospecting
2024-07-01,C01939,1,0.47,0.26,Call,Rep_02,Prospecting
2024-08-01,C01939,4,4.51,2.74,Call,Rep_21,Nurture
2024-10-01,C01939,5,2.24,3.47,Email,Rep_23,Nurture
2024-12-01,C01939,5,3.3,0.89,Meeting,Rep_13,Prospecting
2025-02-01,C01939,3,2.44,1.41,Call,Rep_07,Negotiation
2025-03-01,C01939,3,2.98,0.85,Call,Rep_04,Prospecting
2025-04-01,C01939,2,1.79,1.52,Call,Rep_17,Qualification
2025-05-01,C01939,1,0.52,0.23,Call,Rep_22,Qualification
2025-06-01,C01939,3,2.51,0.73,Account Review,Rep_19,Closed Won
2025-07-01,C01939,4,2.98,3.36,Call,Rep_01,Negotiation
2025-08-01,C01939,1,0.91,0.89,Email,Rep_25,Closed Won
2025-10-01,C01939,6,2.02,3.54,Email,Rep_04,Qualification
2025-11-01,C01939,6,6.02,1.56,Call,Rep_17,Prospecting
2025-12-01,C01939,7,6.22,1.77,Meeting,Rep_22,Qualification
2023-01-01,C01940,1,0.39,0.7,Meeting,Rep_02,Prospecting
2023-02-01,C01940,2,1.75,1.53,Email,Rep_12,Qualification
2023-03-01,C01940,3,3.12,2.65,Account Review,Rep_21,Negotiation
2023-04-01,C01940,4,3.48,1.82,Call,Rep_17,Proposal
2023-05-01,C01940,4,4.75,1.43,Meeting,Rep_07,Closed Lost
2023-07-01,C01940,2,1.12,0.66,Email,Rep_17,Proposal
2023-08-01,C01940,2,0.51,0.79,Email,Rep_19,Prospecting
2023-10-01,C01940,2,1.43,1.62,Email,Rep_10,Negotiation
2023-12-01,C01940,2,2.15,1.37,Call,Rep_05,Prospecting
2024-01-01,C01940,1,0.9,0.65,Meeting,Rep_15,Closed Won
2024-02-01,C01940,2,2.02,0.63,Email,Rep_08,Prospecting
2024-08-01,C01940,3,1.98,1.03,Meeting,Rep_23,Nurture
2024-09-01,C01940,3,1.95,0.93,Email,Rep_07,Closed Won
2024-10-01,C01940,2,1.59,0.34,Call,Rep_04,Proposal
2024-11-01,C01940,3,1.08,1.76,Demo,Rep_11,Prospecting
2025-01-01,C01940,1,0.49,0.24,Proposal,Rep_01,Prospecting
2025-02-01,C01940,2,1.94,1.48,Email,Rep_08,Nurture
2025-03-01,C01940,4,2.8,3.08,Call,Rep_03,Closed Won
2025-04-01,C01940,1,1.02,0.56,Account Review,Rep_04,Proposal
2025-07-01,C01940,7,7.43,5.69,Account Review,Rep_10,Prospecting
2025-08-01,C01940,1,0.92,0.37,Meeting,Rep_09,Prospecting
2025-10-01,C01940,1,1.1,0.85,Email,Rep_02,Prospecting
2025-11-01,C01940,2,1.85,0.55,Email,Rep_07,
2025-12-01,C01940,1,0.67,0.79,Email,Rep_16,Qualification
2023-01-01,C01941,1,1.2,0.47,Meeting,Rep_18,Prospecting
2023-02-01,C01941,6,7.12,3.69,Email,Rep_20,Prospecting
2023-06-01,C01941,3,1.7,0.56,Account Review,Rep_22,Qualification
2023-07-01,C01941,3,1.3,2.63,Call,Rep_09,Proposal
2023-08-01,C01941,2,1.8,1.5,Email,Rep_18,Closed Lost
2023-09-01,C01941,1,0.92,0.61,Meeting,Rep_22,Prospecting
2023-10-01,C01941,4,3.8,0.67,Meeting,Rep_08,Closed Won
2023-12-01,C01941,3,2.13,2.47,Call,Rep_19,Negotiation
2024-01-01,C01941,8,7.54,4.56,Call,Rep_24,Closed Won
2024-02-01,C01941,2,0.85,1.56,Call,Rep_19,Proposal
2024-03-01,C01941,2,1.57,1.0,Call,Rep_09,Nurture
2024-04-01,C01941,2,1.48,0.54,Account Review,Rep_13,Closed Won
2024-05-01,C01941,1,0.36,0.89,Call,Rep_08,Qualification
2024-07-01,C01941,1,0.73,0.41,Account Review,Rep_06,Closed Lost
2024-09-01,C01941,3,1.65,1.85,Email,Rep_13,Proposal
2024-11-01,C01941,3,1.77,0.58,Call,Rep_07,Proposal
2025-01-01,C01941,2,1.68,0.8,Email,Rep_23,Qualification
2025-02-01,C01941,4,2.0,2.57,Call,Rep_25,Negotiation
2025-03-01,C01941,1,1.17,0.46,Call,Rep_20,Closed Lost
2025-06-01,C01941,2,1.1,1.74,Email,Rep_11,Closed Won
2025-07-01,C01941,2,1.9,0.61,Call,Rep_11,Proposal
2025-08-01,C01941,1,0.55,0.53,Call,Rep_08,Qualification
2025-09-01,C01941,3,2.77,1.3,Call,Rep_18,Qualification
2025-10-01,C01941,3,2.05,2.36,Demo,Rep_03,Qualification
2025-11-01,C01941,1,0.78,0.73,Email,Rep_16,Nurture
2025-12-01,C01941,1,0.93,0.73,Call,Rep_17,Qualification
2023-02-01,C01942,3,1.98,0.88,Proposal,Rep_19,Qualification
2023-03-01,C01942,6,5.87,4.02,Proposal,Rep_25,Closed Won
2023-04-01,C01942,2,0.53,0.75,Call,Rep_18,Negotiation
2023-05-01,C01942,5,1.92,3.56,Call,Rep_08,Closed Lost
2023-06-01,C01942,1,0.77,0.35,Call,Rep_03,Prospecting
2023-07-01,C01942,1,0.45,0.34,Call,Rep_09,Qualification
2023-09-01,C01942,1,0.41,0.9,Email,Rep_10,Prospecting
2023-10-01,C01942,4,4.34,1.4,Proposal,Rep_06,Prospecting
2024-01-01,C01942,4,3.69,1.01,Proposal,Rep_03,Qualification
2024-02-01,C01942,1,0.59,0.51,Proposal,Rep_20,Qualification
