ID_Customer,Sales,Units,order_lines,active_purchase_months,distinct_products,prd_line_coverage,prd_grp_1_coverage,prd_grp_2_coverage,prd_grp_3_coverage,customer_first_active_date,customer_last_active_date,prd_line_coverage_pct,prd_grp_1_coverage_pct,prd_grp_2_coverage_pct,prd_grp_3_coverage_pct,avg_order_line_value,avg_unit_price_realized,first_YM,last_YM,first_YM_ORD,last_YM_ORD,active_months,active_in_last_3m,active_in_last_6m,active_in_last_12m,max_consec_active_months,current_consec_active_months,avg_inactive_gap_months,max_inactive_gap_months,lifetime_months,months_since_last_purchase,activity_ratio_lifetime,is_inactive_6m,is_inactive_12m,avg_monthly_revenue,historical_ltv,purchase_freq_per_year,R_recency_m,F_frequency_m,M_sales,sales_value_segment,recency_segment,sf_first_YM,sf_last_YM,sf_first_YM_ORD,sf_last_YM_ORD,sf_active_months,sf_active_in_last_3m,sf_active_in_last_6m,sf_active_in_last_12m,sf_max_consec_active_months,sf_current_consec_active_months,sf_avg_inactive_gap_months,sf_max_inactive_gap_months,sf_total_events,sf_total_selling_time,sf_total_activity_time,sf_distinct_activity_types,sf_distinct_reps,sf_lifetime_months,sf_months_since_last_event,sf_activity_ratio_lifetime,sf_events_per_active_month,has_salesforce_activity,sales_without_recent_sf_activity,sf_activity_without_recent_sales
C01805,30852.75,248,34,15,4,2,3,4,4,2023-01-01,2025-10-01,0.2857142857142857,0.5,0.2222222222222222,0.11428571428571428,907.4338235294117,124.40625,2023-01,2025-10,636,669,15,1,1,1,3.0,1.0,1.3571428571428572,4.0,34,2,0.4411764705882353,0,0,907.4338235294117,30852.75,5.294117647058823,2,15,30852.75,High Value,Recent,2023-01,2025-10,636,669,21,1,1,1,9.0,1.0,0.65,3.0,79,61.06,41.29,5,12,34,2,0.6176470588235294,3.761904761904762,1,0,0
C01806,4411.2,18,15,5,10,5,6,8,8,2023-07-01,2025-09-01,0.7142857142857143,1.0,0.4444444444444444,0.22857142857142856,294.08,245.06666666666666,2023-07,2025-09,642,668,5,1,1,1,2.0,1.0,5.5,10.0,27,3,0.18518518518518517,0,0,163.37777777777777,4411.2,2.2222222222222223,3,5,4411.2,Low Value,Recent,2023-01,2025-12,636,671,18,1,1,1,4.0,1.0,1.0588235294117647,5.0,47,33.63,29.27,6,13,36,0,0.5,2.611111111111111,1,0,0
C01807,6978.49,30,21,7,10,6,3,7,9,2024-08-01,2025-11-01,0.8571428571428571,0.5,0.3888888888888889,0.2571428571428571,332.3090476190476,232.61633333333333,2024-08,2025-11,655,670,7,1,1,1,3.0,2.0,1.5,5.0,16,1,0.4375,0,0,436.155625,6978.49,5.25,1,7,6978.49,Low Value,Very Recent,2023-02,2025-11,637,670,27,1,1,1,9.0,2.0,0.2692307692307692,3.0,83,70.76,44.49,6,16,34,1,0.7941176470588235,3.074074074074074,1,0,0
C01808,10238.07,37,11,5,8,6,4,6,7,2023-03-01,2025-05-01,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.2,930.7336363636364,276.7045945945946,2023-03,2025-05,638,664,5,0,0,1,1.0,1.0,5.5,7.0,27,7,0.18518518518518517,1,0,379.18777777777774,10238.07,2.2222222222222223,7,5,10238.07,Mid Value,Inactive,2023-08,2025-02,643,661,5,0,0,1,2.0,2.0,3.5,8.0,16,9.64,9.41,3,5,19,10,0.2631578947368421,3.2,1,0,0
C01809,65883.75,288,34,13,4,3,3,3,3,2023-01-01,2024-10-01,0.42857142857142855,0.5,0.16666666666666666,0.08571428571428572,1937.7573529411766,228.76302083333334,2023-01,2024-10,636,657,13,0,0,0,3.0,3.0,0.75,2.0,22,14,0.5909090909090909,1,1,2994.715909090909,65883.75,7.090909090909091,14,13,65883.75,Top Value,Inactive,2023-01,2025-12,636,671,18,1,1,1,5.0,2.0,1.0588235294117647,6.0,50,40.02,26.13,6,15,36,0,0.5,2.7777777777777777,1,0,1
C01810,496993.65,1706,107,28,11,6,5,8,9,2023-01-01,2025-11-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.2571428571428571,4644.80046728972,291.32101406799535,2023-01,2025-11,636,670,28,1,1,1,8.0,3.0,0.25925925925925924,2.0,35,1,0.8,0,0,14199.818571428572,496993.65,9.6,1,28,496993.65,Top Value,Very Recent,2023-02,2025-12,637,671,19,1,1,1,4.0,3.0,0.8888888888888888,7.0,88,69.0,48.21,5,13,35,0,0.5428571428571428,4.631578947368421,1,0,0
C01811,36977.99,196,33,14,5,3,4,5,5,2023-09-01,2025-12-01,0.42857142857142855,0.6666666666666666,0.2777777777777778,0.14285714285714285,1120.5451515151515,188.66321428571428,2023-09,2025-12,644,671,14,1,1,1,4.0,1.0,1.0769230769230769,4.0,28,0,0.5,0,0,1320.6425,36977.99,6.0,0,14,36977.99,High Value,Very Recent,2023-03,2025-12,638,671,27,1,1,1,5.0,5.0,0.2692307692307692,1.0,79,54.0,40.730000000000004,6,21,34,0,0.7941176470588235,2.925925925925926,1,0,0
C01812,9564.17,25,18,9,10,5,4,6,7,2023-01-01,2025-07-01,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.2,531.3427777777778,382.5668,2023-01,2025-07,636,666,9,0,1,1,1.0,1.0,2.75,4.0,31,5,0.2903225806451613,0,0,308.5216129032258,9564.17,3.4838709677419355,5,9,9564.17,Mid Value,Cooling,2023-05,2025-09,640,668,9,1,1,1,2.0,1.0,2.5,9.0,43,36.24,23.25,3,8,29,3,0.3103448275862069,4.777777777777778,1,0,0
C01813,262373.7,1035,98,28,11,6,6,10,11,2023-01-01,2025-12-01,0.8571428571428571,1.0,0.5555555555555556,0.3142857142857143,2677.2826530612247,253.50115942028987,2023-01,2025-12,636,671,28,1,1,1,7.0,7.0,0.2962962962962963,2.0,36,0,0.7777777777777778,0,0,7288.158333333334,262373.7,9.333333333333334,0,28,262373.7,Top Value,Very Recent,2023-01,2025-12,636,671,22,1,1,1,4.0,1.0,0.6666666666666666,2.0,94,62.92,40.54,5,14,36,0,0.6111111111111112,4.2727272727272725,1,0,0
C01814,288450.39,1123,111,32,8,5,4,7,7,2023-02-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.2,2598.6521621621623,256.85698130008905,2023-02,2025-12,637,671,32,1,1,1,11.0,7.0,0.0967741935483871,1.0,35,0,0.9142857142857143,0,0,8241.439714285714,288450.39,10.971428571428572,0,32,288450.39,Top Value,Very Recent,2023-02,2025-12,637,671,25,1,1,1,7.0,1.0,0.4166666666666667,1.0,104,76.81,64.99,5,16,35,0,0.7142857142857143,4.16,1,0,0
C01815,71798.66,310,32,11,10,6,4,7,8,2023-02-01,2025-07-01,0.8571428571428571,0.6666666666666666,0.3888888888888889,0.22857142857142856,2243.708125,231.6085806451613,2023-02,2025-07,637,666,11,0,1,1,4.0,1.0,1.9,8.0,30,5,0.36666666666666664,0,0,2393.288666666667,71798.66,4.4,5,11,71798.66,Top Value,Cooling,2023-02,2025-12,637,671,21,1,1,1,5.0,4.0,0.7,4.0,84,64.37,42.99,5,13,35,0,0.6,4.0,1,0,0
C01816,80785.77,247,33,16,8,4,5,7,8,2023-01-01,2025-05-01,0.5714285714285714,0.8333333333333334,0.3888888888888889,0.22857142857142856,2448.0536363636365,327.0678947368421,2023-01,2025-05,636,664,16,0,0,1,5.0,1.0,0.8666666666666667,5.0,29,7,0.5517241379310345,1,0,2785.7162068965517,80785.77,6.620689655172415,7,16,80785.77,Top Value,Inactive,2023-02,2025-09,637,668,16,1,1,1,5.0,5.0,1.0666666666666667,10.0,61,43.53,31.14,5,10,32,3,0.5,3.8125,1,0,1
C01817,4135.68,15,10,4,8,5,4,7,8,2023-04-01,2023-11-01,0.7142857142857143,0.6666666666666666,0.3888888888888889,0.22857142857142856,413.56800000000004,275.71200000000005,2023-04,2023-11,639,646,4,0,0,0,2.0,2.0,1.3333333333333333,4.0,8,25,0.5,1,1,516.96,4135.68,6.0,25,4,4135.68,Low Value,Inactive,2023-02,2025-12,637,671,22,1,1,1,6.0,2.0,0.6190476190476191,3.0,58,41.52,27.42,5,15,35,0,0.6285714285714286,2.6363636363636362,1,0,1
C01818,4335.2699999999995,15,8,5,8,5,5,8,8,2023-04-01,2024-03-01,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.22857142857142856,541.9087499999999,289.018,2023-04,2024-03,639,650,5,0,0,0,3.0,1.0,1.75,6.0,12,21,0.4166666666666667,1,1,361.2725,4335.2699999999995,5.0,21,5,4335.2699999999995,Low Value,Inactive,2023-02,2025-12,637,671,23,1,1,1,7.0,7.0,0.5454545454545454,3.0,59,36.84,32.38,4,12,35,0,0.6571428571428571,2.5652173913043477,1,0,1
C01819,9388.630000000001,30,12,6,4,2,3,4,4,2023-05-01,2025-04-01,0.2857142857142857,0.5,0.2222222222222222,0.11428571428571428,782.3858333333334,312.95433333333335,2023-05,2025-04,640,663,6,0,0,1,2.0,1.0,3.6,10.0,24,8,0.25,1,0,391.1929166666667,9388.630000000001,3.0,8,6,9388.630000000001,Mid Value,Inactive,2023-02,2025-12,637,671,8,1,1,1,1.0,1.0,3.857142857142857,10.0,26,16.87,11.3,3,8,35,0,0.22857142857142856,3.25,1,0,1
C01820,14255.210000000001,53,30,11,12,5,6,11,11,2024-07-01,2025-11-01,0.7142857142857143,1.0,0.6111111111111112,0.3142857142857143,475.1736666666667,268.96622641509435,2024-07,2025-11,654,670,11,1,1,1,5.0,3.0,0.6,3.0,17,1,0.6470588235294118,0,0,838.5417647058824,14255.210000000001,7.764705882352941,1,11,14255.210000000001,Mid Value,Very Recent,2023-02,2025-11,637,670,29,1,1,1,10.0,10.0,0.17857142857142858,3.0,85,51.0,36.3,6,20,34,1,0.8529411764705882,2.9310344827586206,1,0,0
C01821,2665.49,15,9,5,5,4,4,5,5,2023-03-01,2024-02-01,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.14285714285714285,296.16555555555556,177.69933333333333,2023-03,2024-02,638,649,5,0,0,0,2.0,1.0,1.75,5.0,12,22,0.4166666666666667,1,1,222.12416666666664,2665.49,5.0,22,5,2665.49,Low Value,Inactive,2023-03,2025-12,638,671,28,1,1,1,13.0,2.0,0.2222222222222222,3.0,74,53.93,39.07,5,19,34,0,0.8235294117647058,2.642857142857143,1,0,1
C01822,186538.61,988,91,29,5,3,3,3,5,2023-01-01,2025-11-01,0.42857142857142855,0.5,0.16666666666666666,0.14285714285714285,2049.874835164835,188.80426113360323,2023-01,2025-11,636,670,29,1,1,1,10.0,4.0,0.21428571428571427,1.0,35,1,0.8285714285714286,0,0,5329.674571428571,186538.61,9.942857142857143,1,29,186538.61,Top Value,Very Recent,2023-01,2025-12,636,671,29,1,1,1,13.0,13.0,0.25,2.0,137,95.64,63.53,6,18,36,0,0.8055555555555556,4.724137931034483,1,0,0
C01823,162337.54,907,82,27,10,7,5,8,10,2023-02-01,2025-12-01,1.0,0.8333333333333334,0.4444444444444444,0.2857142857142857,1979.7260975609756,178.98295479603087,2023-02,2025-12,637,671,27,1,1,1,6.0,1.0,0.3076923076923077,2.0,35,0,0.7714285714285715,0,0,4638.215428571429,162337.54,9.257142857142858,0,27,162337.54,Top Value,Very Recent,2023-02,2025-12,637,671,24,1,1,1,6.0,6.0,0.4782608695652174,2.0,94,68.29,40.51,4,14,35,0,0.6857142857142857,3.9166666666666665,1,0,0
C01824,4465.34,18,8,4,6,4,4,6,6,2023-01-01,2023-07-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.17142857142857143,558.1675,248.07444444444445,2023-01,2023-07,636,642,4,0,0,0,2.0,2.0,1.0,3.0,7,29,0.5714285714285714,1,1,637.9057142857143,4465.34,6.857142857142857,29,4,4465.34,Low Value,Inactive,2023-02,2025-12,637,671,22,1,1,1,5.0,2.0,0.6190476190476191,3.0,63,41.76,28.37,5,15,35,0,0.6285714285714286,2.8636363636363638,1,0,1
C01825,144265.39,930,92,27,11,5,4,6,9,2023-01-01,2025-12-01,0.7142857142857143,0.6666666666666666,0.3333333333333333,0.2571428571428571,1568.1020652173916,155.12407526881722,2023-01,2025-12,636,671,27,1,1,1,11.0,2.0,0.34615384615384615,3.0,36,0,0.75,0,0,4007.371944444445,144265.39,9.0,0,27,144265.39,Top Value,Very Recent,2023-01,2025-12,636,671,29,1,1,1,8.0,8.0,0.25,2.0,101,62.08,56.75,6,19,36,0,0.8055555555555556,3.4827586206896552,1,0,0
C01826,31008.03,72,30,11,11,6,5,8,9,2023-01-01,2025-08-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.2571428571428571,1033.6009999999999,430.6670833333333,2023-01,2025-08,636,667,11,0,1,1,3.0,1.0,2.1,8.0,32,4,0.34375,0,0,969.0009375,31008.03,4.125,4,11,31008.03,High Value,Cooling,2023-01,2025-11,636,670,16,1,1,1,3.0,2.0,1.2666666666666666,6.0,51,45.019999999999996,33.550000000000004,4,12,35,1,0.45714285714285713,3.1875,1,0,0
C01827,68997.08,312,84,29,4,4,3,4,4,2023-01-01,2025-10-01,0.5714285714285714,0.5,0.2222222222222222,0.11428571428571428,821.3938095238095,221.1444871794872,2023-01,2025-10,636,669,29,1,1,1,13.0,8.0,0.17857142857142858,1.0,34,2,0.8529411764705882,0,0,2029.3258823529413,68997.08,10.235294117647058,2,29,68997.08,Top Value,Recent,2023-01,2025-12,636,671,25,1,1,1,7.0,1.0,0.4583333333333333,2.0,107,72.97,57.06,6,17,36,0,0.6944444444444444,4.28,1,0,0
C01828,5361.32,35,25,11,11,5,5,8,9,2023-11-01,2025-12-01,0.7142857142857143,0.8333333333333334,0.4444444444444444,0.2571428571428571,214.4528,153.18057142857143,2023-11,2025-12,646,671,11,1,1,1,4.0,4.0,1.5,9.0,26,0,0.4230769230769231,0,0,206.20461538461538,5361.32,5.0769230769230775,0,11,5361.32,Low Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,5.0,4.0,0.5217391304347826,3.0,85,64.07,44.2,6,16,36,0,0.6666666666666666,3.5416666666666665,1,0,0
C01829,7630.0599999999995,19,12,7,8,6,4,7,8,2023-02-01,2025-11-01,0.8571428571428571,0.6666666666666666,0.3888888888888889,0.22857142857142856,635.8383333333333,401.58210526315787,2023-02,2025-11,637,670,7,1,1,1,2.0,1.0,4.5,12.0,34,1,0.20588235294117646,0,0,224.4135294117647,7630.0599999999995,2.4705882352941173,1,7,7630.0599999999995,Mid Value,Very Recent,2023-02,2025-12,637,671,22,1,1,1,10.0,3.0,0.6190476190476191,5.0,66,46.56,34.86,6,14,35,0,0.6285714285714286,3.0,1,0,0
C01830,135557.65,260,91,29,10,5,3,7,10,2023-02-01,2025-11-01,0.7142857142857143,0.5,0.3888888888888889,0.2857142857142857,1489.6445054945054,521.3755769230769,2023-02,2025-11,637,670,29,1,1,1,11.0,7.0,0.17857142857142858,2.0,34,1,0.8529411764705882,0,0,3986.9897058823526,135557.65,10.235294117647058,1,29,135557.65,Top Value,Very Recent,2023-01,2025-10,636,669,22,1,1,1,6.0,3.0,0.5714285714285714,4.0,94,65.17,44.63,5,17,34,2,0.6470588235294118,4.2727272727272725,1,0,0
C01831,14273.52,55,32,14,9,5,6,8,9,2023-01-01,2025-03-01,0.7142857142857143,1.0,0.4444444444444444,0.2571428571428571,446.0475,259.51854545454546,2023-01,2025-03,636,662,14,0,0,1,7.0,1.0,1.0,5.0,27,9,0.5185185185185185,1,0,528.6488888888889,14273.52,6.222222222222222,9,14,14273.52,Mid Value,Inactive,2023-01,2025-12,636,671,21,1,1,1,5.0,2.0,0.75,3.0,62,46.56,36.57,6,13,36,0,0.5833333333333334,2.9523809523809526,1,0,1
C01832,16076.74,45,28,14,12,6,5,9,9,2024-01-01,2025-11-01,0.8571428571428571,0.8333333333333334,0.5,0.2571428571428571,574.1692857142857,357.26088888888887,2024-01,2025-11,648,670,14,1,1,1,8.0,8.0,0.6923076923076923,5.0,23,1,0.6086956521739131,0,0,698.9886956521739,16076.74,7.304347826086956,1,14,16076.74,Mid Value,Very Recent,2023-02,2025-12,637,671,26,1,1,1,9.0,9.0,0.36,3.0,96,81.24,45.19,6,17,35,0,0.7428571428571429,3.6923076923076925,1,0,0
C01833,722625.15,1873,108,31,5,4,2,4,5,2023-01-01,2025-12-01,0.5714285714285714,0.3333333333333333,0.2222222222222222,0.14285714285714285,6690.9736111111115,385.8116123865457,2023-01,2025-12,636,671,31,1,1,1,9.0,3.0,0.16666666666666666,1.0,36,0,0.8611111111111112,0,0,20072.920833333334,722625.15,10.333333333333334,0,31,722625.15,Top Value,Very Recent,2023-02,2025-11,637,670,27,1,1,1,11.0,4.0,0.2692307692307692,1.0,111,72.67,54.89,4,16,34,1,0.7941176470588235,4.111111111111111,1,0,0
C01834,96618.58,216,85,26,7,4,4,6,7,2023-02-01,2025-12-01,0.5714285714285714,0.6666666666666666,0.3333333333333333,0.2,1136.6891764705883,447.30824074074076,2023-02,2025-12,637,671,26,1,1,1,8.0,1.0,0.36,2.0,35,0,0.7428571428571429,0,0,2760.5308571428573,96618.58,8.914285714285715,0,26,96618.58,Top Value,Very Recent,2023-01,2025-12,636,671,16,1,1,1,3.0,1.0,1.3333333333333333,6.0,57,42.24,33.379999999999995,4,10,36,0,0.4444444444444444,3.5625,1,0,0
C01835,477488.46,1667,98,26,9,6,4,7,8,2023-02-01,2025-12-01,0.8571428571428571,0.6666666666666666,0.3888888888888889,0.22857142857142856,4872.331224489796,286.43578884223155,2023-02,2025-12,637,671,26,1,1,1,9.0,3.0,0.36,2.0,35,0,0.7428571428571429,0,0,13642.52742857143,477488.46,8.914285714285715,0,26,477488.46,Top Value,Very Recent,2023-01,2025-12,636,671,29,1,1,1,11.0,1.0,0.25,1.0,109,78.85,56.32,4,18,36,0,0.8055555555555556,3.7586206896551726,1,0,0
C01836,3816.8,34,11,5,5,3,3,3,5,2023-01-01,2023-11-01,0.42857142857142855,0.5,0.16666666666666666,0.14285714285714285,346.9818181818182,112.25882352941177,2023-01,2023-11,636,646,5,0,0,0,2.0,1.0,1.5,3.0,11,25,0.45454545454545453,1,1,346.9818181818182,3816.8,5.454545454545455,25,5,3816.8,Low Value,Inactive,2023-01,2025-12,636,671,26,1,1,1,7.0,5.0,0.4,2.0,59,42.34,30.85,5,17,36,0,0.7222222222222222,2.269230769230769,1,0,1
C01837,485489.24,1648,110,28,12,6,5,10,11,2023-01-01,2025-12-01,0.8571428571428571,0.8333333333333334,0.5555555555555556,0.3142857142857143,4413.538545454546,294.5929854368932,2023-01,2025-12,636,671,28,1,1,1,17.0,2.0,0.2962962962962963,3.0,36,0,0.7777777777777778,0,0,13485.812222222223,485489.24,9.333333333333334,0,28,485489.24,Top Value,Very Recent,2023-01,2025-12,636,671,25,1,1,1,10.0,2.0,0.4583333333333333,3.0,97,71.1,46.62,5,16,36,0,0.6944444444444444,3.88,1,0,0
C01838,790699.39,1812,99,30,4,4,3,4,4,2023-02-01,2025-12-01,0.5714285714285714,0.5,0.2222222222222222,0.11428571428571428,7986.862525252525,436.36831677704197,2023-02,2025-12,637,671,30,1,1,1,10.0,5.0,0.1724137931034483,1.0,35,0,0.8571428571428571,0,0,22591.411142857145,790699.39,10.285714285714286,0,30,790699.39,Top Value,Very Recent,2023-02,2025-12,637,671,22,1,1,1,5.0,2.0,0.6190476190476191,3.0,105,69.45,53.53,6,13,35,0,0.6285714285714286,4.7727272727272725,1,0,0
C01839,2128.95,11,8,4,6,5,4,4,4,2023-03-01,2025-08-01,0.7142857142857143,0.6666666666666666,0.2222222222222222,0.11428571428571428,266.11875,193.54090909090908,2023-03,2025-08,638,667,4,0,1,1,1.0,1.0,8.666666666666666,20.0,30,4,0.13333333333333333,0,0,70.96499999999999,2128.95,1.6,4,4,2128.95,Low Value,Cooling,2023-03,2025-12,638,671,23,1,1,1,6.0,3.0,0.5,2.0,57,44.32,28.11,6,15,34,0,0.6764705882352942,2.4782608695652173,1,0,0
C01840,2355.71,10,10,5,4,4,3,3,4,2023-01-01,2023-08-01,0.5714285714285714,0.5,0.16666666666666666,0.11428571428571428,235.571,235.571,2023-01,2023-08,636,643,5,0,0,0,3.0,1.0,0.75,2.0,8,28,0.625,1,1,294.46375,2355.71,7.5,28,5,2355.71,Low Value,Inactive,2023-02,2025-10,637,669,22,1,1,1,6.0,2.0,0.5238095238095238,2.0,42,31.58,21.990000000000002,6,15,33,2,0.6666666666666666,1.9090909090909092,1,0,1
C01841,5644.3,38,30,14,12,7,6,11,12,2023-04-01,2025-12-01,1.0,1.0,0.6111111111111112,0.34285714285714286,188.14333333333335,148.5342105263158,2023-04,2025-12,639,671,14,1,1,1,5.0,5.0,1.4615384615384615,5.0,33,0,0.42424242424242425,0,0,171.03939393939393,5644.3,5.090909090909091,0,14,5644.3,Low Value,Very Recent,2023-02,2025-10,637,669,7,1,1,1,2.0,2.0,4.333333333333333,11.0,20,19.919999999999998,6.96,4,7,33,2,0.21212121212121213,2.857142857142857,1,0,0
C01842,214388.74,627,93,26,12,7,6,10,11,2023-01-01,2025-12-01,1.0,1.0,0.5555555555555556,0.3142857142857143,2305.255268817204,341.9278149920255,2023-01,2025-12,636,671,26,1,1,1,5.0,4.0,0.4,4.0,36,0,0.7222222222222222,0,0,5955.2427777777775,214388.74,8.666666666666666,0,26,214388.74,Top Value,Very Recent,2023-02,2025-12,637,671,30,1,1,1,11.0,11.0,0.1724137931034483,2.0,103,79.45,56.92,6,17,35,0,0.8571428571428571,3.433333333333333,1,0,0
C01843,47445.56,224,90,29,12,6,5,8,9,2023-01-01,2025-11-01,0.8571428571428571,0.8333333333333334,0.4444444444444444,0.2571428571428571,527.1728888888889,211.8105357142857,2023-01,2025-11,636,670,29,1,1,1,15.0,1.0,0.21428571428571427,1.0,35,1,0.8285714285714286,0,0,1355.5874285714285,47445.56,9.942857142857143,1,29,47445.56,High Value,Very Recent,2023-01,2025-11,636,670,22,1,1,1,7.0,1.0,0.6190476190476191,3.0,107,85.18,51.85,6,15,35,1,0.6285714285714286,4.863636363636363,1,0,0
C01844,9334.49,27,14,6,8,6,4,6,7,2025-01-01,2025-10-01,0.8571428571428571,0.6666666666666666,0.3333333333333333,0.2,666.7492857142857,345.72185185185185,2025-01,2025-10,660,669,6,1,1,1,4.0,1.0,0.8,3.0,10,2,0.6,0,0,933.449,9334.49,7.199999999999999,2,6,9334.49,Mid Value,Recent,2023-01,2025-12,636,671,28,1,1,1,10.0,10.0,0.2962962962962963,3.0,67,41.75,36.75,6,18,36,0,0.7777777777777778,2.392857142857143,1,0,0
C01845,9152.5,39,20,10,10,6,6,7,7,2023-01-01,2025-09-01,0.8571428571428571,1.0,0.3888888888888889,0.2,457.625,234.67948717948718,2023-01,2025-09,636,668,10,1,1,1,3.0,2.0,2.5555555555555554,8.0,33,3,0.30303030303030304,0,0,277.3484848484849,9152.5,3.6363636363636362,3,10,9152.5,Mid Value,Recent,2023-06,2025-08,641,667,10,0,1,1,3.0,1.0,1.8888888888888888,5.0,27,13.39,13.379999999999999,3,7,27,4,0.37037037037037035,2.7,1,0,0
C01846,45443.83,87,9,4,4,4,2,3,4,2023-02-01,2025-08-01,0.5714285714285714,0.3333333333333333,0.16666666666666666,0.11428571428571428,5049.314444444444,522.3428735632184,2023-02,2025-08,637,667,4,0,1,1,1.0,1.0,9.0,13.0,31,4,0.12903225806451613,0,0,1465.93,45443.83,1.5483870967741935,4,4,45443.83,High Value,Cooling,2023-02,2025-12,637,671,14,1,1,1,4.0,2.0,1.6153846153846154,6.0,27,21.0,15.51,5,10,35,0,0.4,1.9285714285714286,1,0,0
C01847,3420.92,19,12,7,8,5,4,5,7,2024-09-01,2025-10-01,0.7142857142857143,0.6666666666666666,0.2777777777777778,0.2,285.07666666666665,180.0484210526316,2024-09,2025-10,656,669,7,1,1,1,2.0,1.0,1.1666666666666667,3.0,14,2,0.5,0,0,244.35142857142858,3420.92,6.0,2,7,3420.92,Low Value,Recent,2023-01,2025-10,636,669,28,1,1,1,8.0,3.0,0.2222222222222222,2.0,68,54.16,33.69,5,15,34,2,0.8235294117647058,2.4285714285714284,1,0,0
C01848,11592.43,51,25,12,10,5,6,8,8,2023-02-01,2025-05-01,0.7142857142857143,1.0,0.4444444444444444,0.22857142857142856,463.6972,227.30254901960785,2023-02,2025-05,637,664,12,0,0,1,5.0,1.0,1.4545454545454546,10.0,28,7,0.42857142857142855,1,0,414.01535714285717,11592.43,5.142857142857142,7,12,11592.43,Mid Value,Inactive,2023-01,2025-12,636,671,20,1,1,1,6.0,2.0,0.8421052631578947,5.0,67,51.4,28.349999999999998,5,15,36,0,0.5555555555555556,3.35,1,0,1
C01849,106773.83,341,21,11,11,6,5,9,11,2023-01-01,2025-11-01,0.8571428571428571,0.8333333333333334,0.5,0.3142857142857143,5084.468095238095,313.11973607038124,2023-01,2025-11,636,670,11,1,1,1,4.0,1.0,2.4,8.0,35,1,0.3142857142857143,0,0,3050.6808571428573,106773.83,3.771428571428572,1,11,106773.83,Top Value,Very Recent,2023-02,2025-12,637,671,16,1,1,1,3.0,2.0,1.2666666666666666,3.0,53,41.2,26.41,4,13,35,0,0.45714285714285713,3.3125,1,0,0
C01850,44853.29,119,22,7,13,5,4,9,11,2024-06-01,2025-09-01,0.7142857142857143,0.6666666666666666,0.5,0.3142857142857143,2038.7859090909092,376.91840336134453,2024-06,2025-09,653,668,7,1,1,1,4.0,2.0,1.5,7.0,16,3,0.4375,0,0,2803.330625,44853.29,5.25,3,7,44853.29,High Value,Recent,2023-02,2025-12,637,671,23,1,1,1,7.0,2.0,0.5454545454545454,3.0,56,35.31,28.84,6,14,35,0,0.6571428571428571,2.4347826086956523,1,0,0
C01851,353266.25,1107,106,31,6,4,4,5,6,2023-01-01,2025-12-01,0.5714285714285714,0.6666666666666666,0.2777777777777778,0.17142857142857143,3332.7004716981132,319.1203703703704,2023-01,2025-12,636,671,31,1,1,1,9.0,6.0,0.16666666666666666,1.0,36,0,0.8611111111111112,0,0,9812.951388888889,353266.25,10.333333333333334,0,31,353266.25,Top Value,Very Recent,2023-02,2025-12,637,671,24,1,1,1,5.0,1.0,0.4782608695652174,3.0,89,65.18,52.82,6,15,35,0,0.6857142857142857,3.7083333333333335,1,0,0
C01852,17462.73,33,11,6,8,4,3,5,6,2025-04-01,2025-11-01,0.5714285714285714,0.5,0.2777777777777778,0.17142857142857143,1587.520909090909,529.1736363636363,2025-04,2025-11,663,670,6,1,1,1,4.0,4.0,0.4,2.0,8,1,0.75,0,0,2182.84125,17462.73,9.0,1,6,17462.73,Mid Value,Very Recent,2023-01,2025-12,636,671,24,1,1,1,6.0,6.0,0.5217391304347826,6.0,57,34.0,26.97,5,14,36,0,0.6666666666666666,2.375,1,0,0
C01853,4511.6,24,19,8,8,4,4,8,8,2023-02-01,2025-11-01,0.5714285714285714,0.6666666666666666,0.4444444444444444,0.22857142857142856,237.45263157894738,187.98333333333335,2023-02,2025-11,637,670,8,1,1,1,2.0,1.0,3.7142857142857144,12.0,34,1,0.23529411764705882,0,0,132.69411764705885,4511.6,2.8235294117647056,1,8,4511.6,Low Value,Very Recent,2023-04,2025-10,639,669,8,1,1,1,3.0,1.0,3.2857142857142856,12.0,21,11.98,11.24,3,7,31,2,0.25806451612903225,2.625,1,0,0
C01854,12030.65,62,41,16,12,6,3,6,9,2023-03-01,2025-08-01,0.8571428571428571,0.5,0.3333333333333333,0.2571428571428571,293.43048780487806,194.04274193548386,2023-03,2025-08,638,667,16,0,1,1,3.0,3.0,0.9333333333333333,7.0,30,4,0.5333333333333333,0,0,401.02166666666665,12030.65,6.4,4,16,12030.65,Mid Value,Cooling,2023-01,2025-07,636,666,9,0,1,1,2.0,1.0,2.75,7.0,31,23.580000000000002,16.54,5,9,31,5,0.2903225806451613,3.4444444444444446,1,0,0
